loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,desc,url,member_id,policy_code,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,random_field_1,random_field_2,random_field_3
17260.35,17043.2,16650.0, 36 months,8.25%,542.86,C,B2,Armed forces technical officer,6 years,MORTGAGE,40879.43,Verified,Jul-2024,Current,credit_card,Operations geologist,60968,HI,3.56,Jan-2010,24,1,24574,0.4,13,Individual,9.0,,"Affect but state charge identify Democrat life. Market put green easy effort.
Important TV ready effect.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=ee34d6ea-39f2-4aa5-bd9e-562af736fd00,60ce1f21-72fd-4ad0-a61e-2c3b541a87ea,1,f,6641.39,2024.69,14451.54,18637.54,10728.8,4016.39,20.42,74.94,36.54,Dec-2024,744.91,,Jun-2025,,,0,,3148.0,4.0,1.0,8.0,0.0,8.0,44005.0,,8.0,9.0,7541.0,,,,4.0,18.0,12.0,19303.0,43301.0,53.5,,,52.0,82.0,41.0,,18.0,,,,,10.0,3.0,9.0,,17.0,36.0,16.0,24.0,,,,,5.0,63.5,4.7,,131792.0,8012.0,53305.0,,Y,N,,,
3626.65,3612.56,3565.15, 36 months,5.00%,108.69,D,B3,,9 years,RENT,20376.95,Verified,Jul-2025,Fully Paid,moving,"Therapist, speech and language",05651,VI,10.37,May-2012,11,1,1980,27.9,26,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61912218-7662-42d0-8e13-df8ab421d7fe,2f518a86-0b77-436c-915e-08dce17a309b,1,w,249.88,1346.17,3829.12,4108.92,212.59,805.02,72.65,947.11,25.29,Apr-2025,11.88,Apr-2026,Oct-2024,,,1,,87470.0,2.0,4.0,7.0,,,38351.0,,1.0,,19309.0,,66547.0,,,2.0,4.0,,33124.0,5.0,,,44.0,198.0,30.0,9.0,,,13.0,,,11.0,,13.0,3.0,23.0,,37.0,,34.0,,,,,50.7,91.5,,172098.0,95761.0,7791.0,72306.0,N,N,,,
9887.07,9679.92,9512.1, 36 months,15.19%,343.66,A,B5,Commercial horticulturist,< 1 year,OTHER,20000.0,Not Verified,Aug-2024,Late (31-120 days),major_purchase,Senior tax professional/tax inspector,65889,OR,10.14,Aug-2007,19,2,49743,75.9,45,Individual,0.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=efa873cb-c12e-4d3c-b6f3-cb1a5b0d6bb2,71cb4125-ce1b-496f-9014-22649ca097a1,1,w,4579.08,1154.81,5922.73,6973.91,7933.76,1189.91,21.04,743.23,59.23,,450.21,Mar-2026,,,,0,,18958.0,4.0,3.0,3.0,11.0,59.0,9062.0,34.8,0.0,10.0,984.0,59.2,87637.0,9.0,8.0,12.0,18.0,25482.0,44482.0,56.0,,,,,14.0,,18.0,26.0,14.0,,,,19.0,2.0,32.0,,17.0,37.0,5.0,16.0,,,,12.0,65.5,10.0,,115126.0,54148.0,31635.0,32367.0,N,N,,,
18371.97,17962.42,16204.84, 36 months,5.52%,554.91,G,B3,Make,10+ years,,49565.42,Verified,Aug-2023,Fully Paid,credit_card,Occupational hygienist,24928,DC,2.7,Jul-2014,4,2,24405,30.1,36,Individual,3.0,,"Strategy response letter become. Appear account carry myself sea since deal.
Perform today respond son at away.
Eye pull whom deep strong. Finish policy arm for very tonight feel between.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=fa71d303-4037-4ee8-8eec-b8dd6b31f393,9c1a77f2-df4d-4e9a-b210-94eb31c252a2,1,f,5631.49,3235.45,2907.82,14275.87,14122.46,1046.25,49.49,397.25,20.57,Aug-2024,263.77,Jan-2026,Nov-2024,,119.0,0,5649.0,,4.0,0.0,0.0,13.0,34.0,48779.0,,,7.0,,,,2.0,2.0,13.0,6.0,1490.0,46404.0,80.4,,,40.0,150.0,21.0,42.0,54.0,,9.0,,,2.0,26.0,23.0,8.0,24.0,,46.0,16.0,12.0,,,,6.0,93.7,,,135769.0,,24215.0,83673.0,N,N,,,
26244.02,25196.63,24559.67, 36 months,14.26%,900.3,F,B1,,4 years,MORTGAGE,30066.0,Verified,Jun-2025,Charged Off,medical,Youth worker,71141,AK,10.61,Oct-2007,13,1,45741,70.5,35,Individual,1.0,,"Age central ability radio walk wind you. Throw natural remember although party building worry.
Stand talk for machine catch situation of. Tax require cultural tell material less participant goal.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=df2cbd08-f5aa-49ce-8be6-de6c3c682166,bc1afc28-0e80-4e20-8599-cef0862a8945,1,w,11612.76,2774.56,7949.24,20059.53,21765.95,4246.43,1.04,676.94,81.36,Dec-2024,97.59,Jun-2026,Mar-2025,,76.0,0,3213.0,20848.0,,2.0,,1.0,2.0,13883.0,,4.0,0.0,15356.0,96.0,51277.0,4.0,9.0,10.0,,,869.0,59.9,,,174.0,,41.0,,78.0,,2.0,,4.0,4.0,,24.0,19.0,26.0,36.0,40.0,,28.0,,,,11.0,74.9,33.3,,24422.0,55315.0,47048.0,94632.0,Y,N,,,
17467.81,17005.01,16890.36, 60 months,19.07%,453.76,F,A1,"Radiographer, diagnostic",10+ years,MORTGAGE,20000.0,Verified,Jun-2025,Fully Paid,credit_card,Fisheries officer,93998,NE,24.69,Feb-2008,10,0,15592,1.4,33,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3acb2669-f9f6-4e13-9148-145bc5f72d42,2b9cbace-36d2-4859-b615-256ea8f54de7,1,w,3048.21,7602.11,20405.37,8105.07,11187.14,2915.8,7.69,41.16,77.34,Nov-2024,279.13,,Aug-2024,,,2,,52179.0,,4.0,4.0,3.0,8.0,48986.0,,9.0,13.0,,11.7,79629.0,2.0,8.0,19.0,10.0,3648.0,3351.0,,,,,18.0,24.0,,119.0,114.0,11.0,,,18.0,8.0,4.0,,26.0,35.0,47.0,,6.0,,6.0,,19.0,59.4,,,40318.0,11813.0,18369.0,19733.0,N,N,,,
27620.74,26969.63,26671.59, 36 months,10.71%,900.54,B,B3,"Designer, jewellery",7 years,OWN,80656.09,Source Verified,Dec-2024,Charged Off,renewable_energy,Advertising account planner,30666,PR,20.56,Jan-2008,19,0,37845,90.8,41,Individual,6.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7bfd9fd7-782e-4491-8e9c-3df0813c91e8,3d5c1eba-57c8-49c4-84de-8906e73e75d0,1,f,2649.79,3975.59,28272.2,11244.61,26582.57,2228.33,44.21,95.61,99.22,,1472.49,Oct-2025,,,,2,,89019.0,2.0,0.0,,,27.0,25432.0,,,5.0,,97.5,18578.0,,8.0,,16.0,,29818.0,72.6,,,,,59.0,57.0,9.0,,17.0,14.0,,9.0,28.0,1.0,35.0,,,21.0,2.0,35.0,3.0,,,14.0,86.5,28.3,,30073.0,26758.0,28630.0,51794.0,N,N,,,
11258.3,11181.86,10179.2, 36 months,19.66%,416.48,C,B5,"Scientist, product/process development",4 years,OWN,24024.77,Verified,Mar-2025,Current,credit_card,Community development worker,65204,AK,15.35,May-2015,13,1,45272,86.8,35,Individual,0.0,,"Cold throughout budget stage guess him try. Music laugh senior administration knowledge help forward try.
His have ball community his not. Improve partner to politics movie.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=f5c383be-b148-4c58-bcb7-06f77090114f,73701033-a26b-4301-8bdd-33217573fb9d,1,f,786.12,168.73,4160.12,9520.21,2272.53,2274.51,96.99,93.9,67.26,Oct-2024,723.12,Apr-2026,Nov-2024,,,1,7705.0,,3.0,0.0,0.0,14.0,53.0,26984.0,65.8,,8.0,,,85150.0,,,13.0,,36321.0,33768.0,86.9,,,213.0,76.0,15.0,29.0,35.0,90.0,8.0,,,2.0,7.0,5.0,,,4.0,36.0,3.0,47.0,,,,10.0,82.4,,,168722.0,6012.0,57716.0,36378.0,N,N,,,
14975.99,14235.18,12846.77, 36 months,12.35%,499.94,E,B3,Transport planner,8 years,MORTGAGE,77169.15,Verified,Oct-2023,Fully Paid,other,Corporate investment banker,59310,VA,13.77,Jun-2012,21,1,7400,11.1,35,Individual,,,"Into Republican skin. Close here to drug three plant and. Drug civil tonight best adult choice.
Radio become nor dinner upon find tend. Send every draw box you sit bank.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=ce6181a4-b803-48a4-9ac2-a546aceab7c9,07f09dfb-7724-44e9-bce9-56bd9ede7a9e,1,f,1989.22,6424.65,11274.98,10735.66,8755.52,1835.88,41.7,148.32,33.26,Aug-2024,605.95,Jul-2026,Mar-2025,,,1,3891.0,27133.0,1.0,0.0,,0.0,,19965.0,,7.0,,2312.0,41.1,,8.0,10.0,16.0,2.0,,39775.0,97.6,,8874.0,137.0,291.0,41.0,57.0,43.0,,7.0,,,,12.0,13.0,28.0,21.0,,20.0,12.0,39.0,,,,,69.8,93.8,,16767.0,,91078.0,97986.0,N,N,,,
19138.2,18510.44,16769.17, 36 months,15.39%,667.1,G,B4,"Civil engineer, contracting",7 years,MORTGAGE,20000.0,Not Verified,Oct-2023,Fully Paid,major_purchase,,40813,MD,19.43,Aug-2005,15,1,11319,88.2,10,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7b0e1423-b67a-45bc-8c78-4230a38ddbe1,ec50f72b-6263-4f7a-b68d-50126197a7f1,1,w,6490.9,2046.13,15318.55,19794.92,12478.58,685.34,57.36,393.63,34.34,Jan-2025,1240.05,,Jan-2025,,,2,,5594.0,3.0,2.0,6.0,6.0,53.0,9005.0,,9.0,,14666.0,71.1,74894.0,6.0,12.0,8.0,7.0,,42666.0,32.8,,,,,,21.0,,,8.0,,,12.0,27.0,19.0,36.0,1.0,36.0,31.0,,8.0,,7.0,,,86.8,,,125211.0,,,6069.0,N,N,,,
18369.71,18028.34,16911.58, 36 months,12.65%,615.82,C,A4,Purchasing manager,6 years,MORTGAGE,27474.42,Verified,May-2024,Fully Paid,major_purchase,"Engineer, aeronautical",51414,RI,18.01,Nov-2011,20,0,10737,94.8,28,Individual,7.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=d62a9313-9467-422f-81cb-677ab04dd9a1,5f535c22-9742-43f8-8e3d-953b53f041f1,1,w,2999.03,1947.21,8016.59,20134.68,1730.99,334.67,11.45,776.98,4.84,Jan-2025,523.27,Jun-2026,Jan-2025,,25.0,2,,97347.0,,1.0,,2.0,7.0,49319.0,,4.0,2.0,4699.0,65.3,12699.0,8.0,4.0,7.0,12.0,,41039.0,20.8,0.0,,,200.0,23.0,16.0,36.0,104.0,17.0,,,0.0,13.0,,6.0,6.0,16.0,20.0,3.0,14.0,,,,19.0,69.4,15.3,,118158.0,93776.0,71344.0,43125.0,N,N,,,
5370.74,5183.92,5086.72, 36 months,17.81%,193.64,C,B2,Theatre manager,6 years,OTHER,108300.58,Source Verified,Feb-2025,Charged Off,wedding,"Sales professional, IT",25137,DC,12.53,Dec-2015,17,2,3110,59.8,31,Individual,8.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9da4709f-7bd1-4536-b803-21cb07dfbaaa,33a1f47f-0855-4a1e-9593-1baa71701806,1,f,1029.47,357.31,1787.1,1547.39,1616.52,481.84,55.9,250.6,94.1,Apr-2025,49.95,Jan-2026,Apr-2025,2.0,,1,,,3.0,0.0,6.0,8.0,,39379.0,10.9,,4.0,9571.0,64.3,42323.0,,,14.0,1.0,2301.0,29497.0,76.3,,,107.0,51.0,8.0,18.0,92.0,,18.0,,,4.0,,,13.0,18.0,21.0,,,15.0,,,,,91.4,72.7,,177844.0,82863.0,,,N,N,,30.0,
13263.18,13170.1,12230.37, 36 months,15.80%,464.97,B,B2,,5 years,RENT,39651.97,Not Verified,Jul-2023,Fully Paid,credit_card,,61187,CA,12.01,Sep-2005,7,0,42241,94.6,20,Individual,2.0,,"Interview significant result firm seat state remember. However these floor why.
Agent federal site agent. All partner happen summer building arrive.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=a272291a-4ddc-4bb5-8e5e-ebbbd04a2674,a97f5b74-acdf-45f4-b099-f63b1cce893f,1,w,3228.2,2684.7,10349.62,14911.28,650.66,610.35,13.28,85.33,30.21,May-2025,510.25,Dec-2025,Jan-2025,,98.0,2,9306.0,7681.0,2.0,,,6.0,2.0,,23.0,,8.0,5545.0,65.7,57302.0,3.0,14.0,,15.0,,23698.0,27.8,,,67.0,293.0,16.0,14.0,91.0,,,,2.0,6.0,19.0,,31.0,2.0,9.0,22.0,5.0,,,3.0,,4.0,81.0,88.7,,72428.0,,31521.0,10396.0,N,N,,,
8549.03,8494.49,7927.25, 36 months,19.67%,316.29,C,A5,"Engineer, maintenance",7 years,OTHER,44360.28,Not Verified,Nov-2024,Fully Paid,small_business,Television production assistant,48877,FL,12.64,Apr-2020,17,0,6023,4.2,38,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8ef6109c-2138-4d75-8dba-9e865601b2c5,5fd25c14-f623-4186-9c32-0c7c5c3e349d,1,w,2972.19,3167.87,2658.04,3530.06,8467.57,959.88,76.08,452.73,79.33,Feb-2025,422.41,,,,,1,,,1.0,1.0,5.0,,36.0,35414.0,25.8,8.0,,19875.0,,23267.0,7.0,10.0,0.0,14.0,45665.0,30469.0,31.4,,,265.0,139.0,4.0,33.0,24.0,105.0,2.0,,,2.0,20.0,1.0,19.0,5.0,,20.0,2.0,49.0,2.0,,,5.0,54.6,10.0,1.0,187296.0,,,46815.0,N,N,,,
19893.21,19385.66,17697.19, 36 months,17.23%,711.53,E,A5,,9 years,MORTGAGE,21168.31,Source Verified,Aug-2024,Fully Paid,major_purchase,Chartered loss adjuster,63252,NV,15.04,Aug-2008,11,1,48752,82.5,11,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3c5edd37-f760-493b-826e-ab1ce55f8ecc,20488e0b-a6f8-4b0c-afb3-656059b09f18,1,f,3808.03,1971.46,6981.62,11811.34,16023.13,4314.74,78.77,379.93,24.69,Apr-2025,891.1,,,,,0,,81547.0,,3.0,5.0,10.0,1.0,25715.0,35.6,,,1930.0,95.9,87595.0,,,17.0,0.0,4335.0,18689.0,,,,95.0,260.0,36.0,57.0,65.0,,,56.0,,,21.0,13.0,,4.0,11.0,10.0,8.0,33.0,,,,,,,,112362.0,,29171.0,33835.0,N,N,,,
1000.0,979.41,921.38, 36 months,11.69%,33.07,B,B4,Animal technologist,4 years,MORTGAGE,42165.86,Verified,Mar-2025,Late (16-30 days),credit_card,,90904,FM,10.5,Jan-2008,16,1,41587,11.0,37,Individual,2.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=bab644b0-ce13-4ddb-8ade-9154e01069ad,c6193aae-7067-4bd0-98a4-1004a21685eb,1,w,449.41,147.12,5.06,889.2,788.43,91.43,77.84,798.02,67.53,Apr-2025,44.14,,Apr-2025,,,2,9775.0,,0.0,2.0,,,55.0,39381.0,,3.0,14.0,11669.0,58.2,19363.0,8.0,,12.0,11.0,,,63.9,,,106.0,138.0,41.0,7.0,,,3.0,,,,2.0,24.0,4.0,,37.0,,,,,1.0,,19.0,68.5,55.5,,105582.0,80854.0,78211.0,64137.0,N,N,,,
