loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,desc,url,member_id,policy_code,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,random_field_1,random_field_2,random_field_3
6852.9,6701.82,6301.04, 36 months,6.64%,210.47,D,B1,Barista,,,76276.97,Source Verified,Jan-2025,Fully Paid,home_improvement,"Surveyor, building",40440,DE,0.0,Nov-2008,18,2,5337,92.7,8,Individual,7.0,,Billion pull whether morning. And friend wall any mind put. Trip everyone chair understand gas.,,784dbb60-6456-4a03-83b8-72d3aa65d361,1,w,2512.6,2414.38,2702.78,6930.01,6488.66,610.75,26.27,704.11,70.83,,388.66,Dec-2025,,0.0,,1,,36469.0,,2.0,0.0,5.0,5.0,42315.0,,,1.0,12532.0,53.3,35098.0,0.0,15.0,0.0,4.0,,18245.0,99.3,,,137.0,262.0,,33.0,119.0,56.0,,,,3.0,27.0,,35.0,,,4.0,,,,,,14.0,,80.6,,,,4191.0,37216.0,,N,Idea head high again defense.,,
15026.06,14781.53,13839.78, 36 months,17.28%,537.82,,B3,"Designer, graphic",3 years,OTHER,20000.0,Source Verified,Oct-2023,,vacation,Patent attorney,78940,WV,9.17,Nov-2011,21,1,22643,,49,,1.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=b10ea0a1-3d66-4604-a111-513b51edfea1,c305df54-4cf4-4b45-a265-8a54e01e1c10,1,,4440.11,4010.19,1044.19,17957.8,14744.72,2363.68,20.83,182.94,5.7,,514.41,Feb-2026,Dec-2024,,51.0,0,,62127.0,4.0,,,11.0,18.0,25595.0,32.2,5.0,2.0,,56.3,42040.0,5.0,17.0,7.0,5.0,16341.0,3762.0,3.1,,,283.0,142.0,39.0,,16.0,,12.0,75.0,1.0,7.0,27.0,0.0,32.0,1.0,20.0,,22.0,22.0,,,,6.0,81.1,93.5,,173837.0,19921.0,50840.0,76755.0,2023-13-45,,,,
16741.17,16404.05,15469.62, 60 months,14.00%,389.54,D,A4,,7 years,OTHER,36704.83,Not Verified,Sep-2024,Fully Paid,other,,62533,RI,27.62,Aug-2018,10,2,8569,40.9,48,Joint App,0.0,,Individual pick always analysis government nice. Meeting point look growth mouth. Decision turn trade end discover.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6a4490bf-bba8-4416-a163-14bde40933eb,5bd994d7-56f6-42bf-b045-4e9c90bcd3dd,1,w,1427.11,7190.96,18231.1,411.69,4956.06,2447.03,93.37,721.57,76.27,Aug-2024,1.87,,Nov-2024,,,1,,99512.0,,,8.0,10.0,32.0,19071.0,,5.0,0.0,5867.0,58.4,76158.0,,8.0,2.0,,40494.0,20467.0,66.3,,,,186.0,17.0,43.0,91.0,,,,,19.0,0.0,15.0,29.0,2.0,28.0,22.0,13.0,49.0,,,,3.0,59.9,,,,92692.0,37124.0,30366.0,N,N,,,
16176.82,15943.31,15619.26, 60 months,17.31%,404.75,D,B1,Higher education careers adviser,,,24867.64,Source Verified,Feb-2024,Current,credit_card,Clinical biochemist,43119,AR,16.59,,16,0,30928,1.0,46,Individual,1.0,,Sell language only black whose over you. Fact management board mean clear writer soldier. Quickly detail speech despite time consider.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=f9dc3379-6247-42b7-89c1-54c775859ed2,49487c3a-6338-4db9-97c6-13efe78559d8,1,f,6929.51,6411.75,5579.86,3398.6,3466.88,1681.42,10.33,273.24,22.88,,542.74,Aug-2025,,,75.0,0,,15380.0,4.0,0.0,5.0,1.0,57.0,,84.2,6.0,,12918.0,41.2,34570.0,5.0,18.0,9.0,19.0,,,37.2,,9840.0,179.0,216.0,21.0,,65.0,,6.0,,,15.0,9.0,5.0,6.0,11.0,12.0,,7.0,19.0,,,,,59.1,23.6,,155590.0,11916.0,37137.0,23319.0,N,N,,,
20858.57,20164.58,20138.55, 60 months,12.87%,473.25,B,B4,Patent attorney,10+ years,MORTGAGE,20000.0,,,Fully Paid,CREDIT_CARD,Proofreader,2023-13-45,OH,12.02,Oct-2010,21,1,32740,88.7,43,Individual,,,"Process big her month piece with. Year new now fear rate. Star citizen big medical.
Week education large never I. Reflect situation party his produce. Soldier population director.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=afa976e7-036e-4244-a7ac-fea4a5c7627c,e73c43ea-0699-4927-84eb-389105938e14,1,w,7413.93,5295.75,15665.61,17533.89,5278.98,5066.0,95.03,465.24,70.11,Nov-2024,626.82,Jun-2026,,,62.0,1,,,3.0,,,13.0,,26238.0,,2.0,12.0,17738.0,19.3,36855.0,,,3.0,,,,,,6659.0,165.0,,49.0,31.0,,,3.0,,,4.0,,23.0,,,,36.0,18.0,39.0,,1.0,,7.0,59.7,85.2,,,81690.0,43461.0,,N,N,,,2021-06-09
14734.54,14485.83,14483.67, 36 months,12.72%,494.45,,A5,Agricultural engineer,7 years,OWN,20000.0,Verified,Oct-2024,,,Waste management officer,21033,PR,20.87,Jun-2010,21,0,30371,59.7,8,Individual,,,"Choice her PM. Important card understand reality all.
Success technology soldier figure worker wish ready. Laugh player each turn director fund suffer. Worker physical feel tell five note new.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=d626db24-eb87-4363-93f1-92a43aa96847,8f632403-f1b8-4bfe-8297-052cae9154b0,1,f,1659.52,5521.4,17636.18,5431.39,3653.92,2756.71,62.69,884.34,24.06,Oct-2024,354.25,Jan-2026,May-2025,,,2,,86689.0,,1.0,8.0,14.0,55.0,,,1.0,13.0,12311.0,88.7,91274.0,3.0,,7.0,9.0,36680.0,16018.0,71.2,,,242.0,,,22.0,43.0,,3.0,107.0,,9.0,3.0,9.0,36.0,,,11.0,24.0,,,,0.0,5.0,96.8,33.5,,193411.0,89194.0,,,N,N,,,2023-13-45
23878.35,23463.01,-22409.14, 60 months,18.87%,617.72,B,B1,Geophysical data processor,3 years,RENT,64761.91,Verified,Jun-2025,Fully Paid,home_improvement,,55484,AZ,11.55,Jul-2010,4,2,32249,71.2,16,Joint App,4.0,,Major trial onto ago. Peace control suffer trial short. Economic accept star different. Official mean current whole value black right policy.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43394f63-e840-413e-885f-88c4abb892d6,,1,,5439.92,5622.99,6328.75,11579.58,18037.46,6700.18,73.37,388.74,38.69,Sep-2024,-146.72,,,,,2,,,,,,11.0,24.0,43521.0,93.0,2.0,,,36.0,92506.0,9.0,,5.0,4.0,27133.0,46637.0,9.8,,,206.0,174.0,,42.0,43.0,10.0,,81.0,,3.0,21.0,17.0,7.0,1.0,18.0,,,2.0,,,,0.0,97.7,,,60189.0,86226.0,30244.0,77353.0,N,N,,,
22522.89,21788.79,21731.89, 60 months,17.17%,561.85,B,A4,,4 years,,20000.0,Verified,Sep-2024,Fully Paid,vacation,Training and development officer,78722,WV,8.48,Nov-2010,16,2,19442,17.2,11,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21355c8c-431e-40aa-b834-e51c52d56206,7f5de0b6-95bc-4ff4-953b-cd765a6cfa3e,1,w,9495.13,7866.18,18887.84,16042.16,21289.88,3840.52,89.15,666.61,25.67,Aug-2024,965.35,Nov-2025,Nov-2024,,,0,,98389.0,1.0,1.0,2.0,11.0,21.0,43853.0,64.6,,12.0,,22.5,59992.0,4.0,,13.0,10.0,,4182.0,19.9,,,27.0,81.0,15.0,,25.0,8.0,5.0,,,11.0,,18.0,,,39.0,,4.0,17.0,2.0,,,5.0,72.8,86.8,,38923.0,37351.0,58031.0,31093.0,N,N,,,
19539.33,19186.95,17637.39, 60 months,9.21%,407.62,,A5,Farm manager,< 1 year,OTHER,29987.15,Not Verified,Jul-2024,Charged Off,major_purchase,Commercial/residential surveyor,07663,KS,14.09,Jun-2020,18,0,47264,56.0,14,,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=daf91f5b-eb68-48d3-99c7-80ed974094b9,402ec0d9-de55-4ef8-923c-323e78318d53,1,f,7717.12,5879.92,8248.1,12470.81,7893.15,5128.55,54.63,788.61,79.49,Sep-2024,612.08,Mar-2026,,,87.0,1,,35759.0,2.0,,9.0,,34.0,40253.0,,2.0,5.0,10632.0,68.1,61495.0,0.0,,,,20547.0,13784.0,,,2625.0,204.0,274.0,1.0,54.0,60.0,,9.0,70.0,3.0,6.0,,1.0,,19.0,39.0,36.0,28.0,48.0,,9.0,,7.0,65.7,5.6,,15695.0,9939.0,2032.0,6786.0,,N,,,
14995.76,-14395.32,14012.51, 36 months,15.84%,526.03,C,B1,Product manager,5 years,MORTGAGE,22963.89,Not Verified,Feb-2025,Fully Paid,,,55420,IA,24.32,Sep-2018,10,0,24702,38.5,8,,,,"Region sure world it bag lawyer. Sign knowledge themselves from.
Style either sure step leave one. A in five figure change effort weight. Example air together major.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=d72925c8-6761-4d55-8c5e-aefe427b9e64,f342212c-f0bd-4b5b-a6f5-8720e233528c,1,,6235.87,1192.96,454.01,6361.92,1073.91,1213.51,51.64,549.23,59.05,May-2025,373.15,,,,,0,2517.0,47649.0,,,3.0,,4.0,40312.0,10.1,,0.0,,44.8,89468.0,,,12.0,15.0,25347.0,,72.7,,,,290.0,13.0,,29.0,,11.0,,3.0,19.0,28.0,11.0,39.0,0.0,12.0,46.0,5.0,33.0,,,,11.0,,73.3,0.0,131880.0,93961.0,15870.0,,Y,,,,
20792.02,20647.21,20288.86, 60 months,11.75%,459.9,F,A1,,5 years,RENT,52269.23,Source Verified,May-2024,Fully Paid,small_business,Food technologist,51518,OR,4.03,Oct-2015,7,0,9761,66.9,9,Individual,8.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6ca54209-2b90-416f-bb93-27181d539ed1,c067f8f7-664a-4dd6-9f3b-fa389cd7c12e,1,,7631.74,1798.73,11800.6,21995.98,18906.53,705.74,47.26,807.73,43.6,Apr-2025,773.57,Jul-2026,Dec-2024,,109.0,1,,68701.0,0.0,3.0,,6.0,,13570.0,71.8,,11.0,3593.0,30.0,41779.0,,5.0,6.0,18.0,31117.0,43476.0,10.1,,,199.0,173.0,12.0,,91.0,30.0,7.0,,,,4.0,21.0,30.0,24.0,18.0,44.0,21.0,16.0,,,,13.0,61.8,,1.0,138489.0,13093.0,21432.0,72321.0,N,N,,,
11014.31,10674.64,10146.46,,14.46%,258.92,B,B1,Merchant navy officer,6 years,OTHER,84283.84,,Dec-2023,,wedding,Training and development officer,35156,DC,9.02,Jan-2015,9,0,44835,73.5,34,Joint App,6.0,,"Country oil movement worry treatment view sit. It sea offer manage sing run.
Participant direction dream offer. Something film plant. Hold less control leave network increase.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=2085e567-abf1-400c-983c-57f32ab7d6b0,65e6ba0e-4384-4f29-8df5-d547b3727fe6,1,f,3537.17,1336.85,13014.19,3186.07,117.12,2972.29,19.61,629.76,23.83,May-2025,208.72,Jan-2026,,1.0,74.0,2,8321.0,96349.0,4.0,2.0,4.0,,20.0,12489.0,32.6,,7.0,,94.3,98168.0,1.0,6.0,3.0,,41565.0,34175.0,,,,224.0,30.0,,,,,16.0,,,18.0,14.0,21.0,33.0,9.0,26.0,26.0,20.0,34.0,,,,13.0,68.6,9.3,,14572.0,40413.0,,1663.0,N,N,,,2024-11-26
8940.47,8719.75,8372.25,,21.12%,337.39,E,A4,,10+ years,OTHER,84537.53,Source Verified,Jul-2024,Current,car,,04424,AR,11.38,Jan-2013,3,2,9664,57.5,47,Individual,,,"Shake baby lead task able beyond open. Nation agent wide capital financial rather support.
Fish together when out sound push president. Successful three become. Half imagine report memory seven.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=55839f67-6f1d-4841-9026-3f81b28ca45d,a1a6dba4-a2d5-4d1b-a188-d746c887bd26,1,w,2377.28,3580.95,328.34,9624.09,6723.07,2136.38,53.64,694.93,64.19,,475.46,Oct-2025,Mar-2025,,,0,,98076.0,,3.0,9.0,2.0,42.0,43693.0,98.3,8.0,10.0,17915.0,44.5,,1.0,,12.0,,16333.0,26713.0,23.5,,5177.0,208.0,65.0,58.0,48.0,18.0,77.0,17.0,,,15.0,22.0,2.0,23.0,8.0,33.0,44.0,20.0,1.0,,,,3.0,,84.8,,,,68897.0,,N,N,,,
19370.28,-18795.76,-17253.56, 36 months,11.51%,638.82,A,A4,Magazine features editor,< 1 year,OTHER,38603.83,Source Verified,,Late (31-120 days),,RADIO PRODUCER,32413,MD,14.16,Aug-2007,3,1,1340,20.2,37,Individual,9.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=fe8ea1e2-8c29-4969-91e4-966ecc780f61,c0d6a36c-f0e7-4902-829b-c3bdedebb36a,1,f,9190.62,709.26,13943.53,12238.11,9999.58,5074.0,20.55,40.77,67.23,Mar-2025,22.47,Dec-2025,May-2025,,21.0,1,,10851.0,3.0,3.0,2.0,1.0,17.0,,65.2,,,19812.0,95.6,59551.0,5.0,19.0,3.0,2.0,11004.0,25515.0,78.3,,,170.0,60.0,37.0,20.0,28.0,,,,,5.0,22.0,3.0,9.0,,9.0,2.0,4.0,,,,,4.0,76.2,,,27729.0,38585.0,44854.0,82293.0,N,N,,,
16586.3,16184.95,15077.58, 36 months,14.66%,572.24,C,B5,ENVIRONMENTAL HEALTH PRACTITIONER,2 years,,60102.06,Not Verified,Dec-2024,Fully Paid,WEDDING,Interpreter,01862,PW,0.67,Dec-2009,21,2,35768,18.6,27,Individual,2.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=88aa698b-f58a-464d-984c-4d6002018f1a,7e27c5b9-005a-43a1-9843-3d3cba7b37dc,1,,6250.07,1912.74,14728.33,14335.0,16532.97,443.8,55.05,696.99,19.27,Jun-2025,592.5,Sep-2025,Nov-2024,,,1,,83391.0,0.0,0.0,0.0,10.0,8.0,49746.0,,9.0,,7278.0,58.3,,2.0,19.0,,5.0,41243.0,44717.0,,,,194.0,297.0,,21.0,36.0,54.0,15.0,58.0,,3.0,14.0,5.0,20.0,,36.0,,28.0,43.0,,,,13.0,86.4,95.4,,11984.0,92880.0,53458.0,17588.0,N,N,,,
16925.88,16364.1,15566.33, 36 months,14.55%,583.04,E,A5,,,RENT,76542.64,Source Verified,Nov-2023,Charged Off,vacation,Commercial art gallery manager,96820,,23.66,Sep-2017,15,0,34032,44.4,38,Joint App,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=ee540b20-f405-4f2b-ac0d-b6da37d4aa08,787368fc-7cd8-4a02-b66e-548615c140d4,1,f,2439.05,2563.84,7522.52,12784.17,16420.1,2986.76,98.44,346.17,92.04,Nov-2024,733.11,Jun-2026,Sep-2024,,52.0,0,,99856.0,1.0,4.0,,14.0,52.0,,,4.0,,12001.0,73.1,19546.0,2.0,,,17.0,5052.0,30888.0,60.6,,,,188.0,30.0,14.0,,,9.0,,,14.0,27.0,8.0,12.0,25.0,17.0,,,31.0,,,2.0,12.0,90.8,,,51294.0,33697.0,10997.0,11181.0,N,N,,,
