loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,desc,url,member_id,policy_code,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,random_field_1,random_field_2,random_field_3
9035.43,9012.89,8257.69, 36 months,13.06%,304.71,B,B3,Trading standards officer,4 years,OTHER,20000.0,Source Verified,Mar-2025,Late (31-120 days),credit_card,,51272,FL,31.11,Mar-2015,3,2,25606,42.4,18,Individual,8.0,0.0,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=dc4887df-e77c-4cb0-98a3-0b64bf26aca9,bf9f652c-5954-487d-9c79-eba1e024528a,1,f,3528.67,4153.36,3570.34,3670.32,5085.46,1924.51,24.35,151.19,61.63,,507.17,May-2026,Nov-2024,1.0,6.0,1,,99720.0,2.0,1.0,,4.0,33.0,3493.0,5.0,,3.0,,32.5,49947.0,,7.0,16.0,4.0,3644.0,47306.0,22.6,,,,200.0,15.0,21.0,,,4.0,,,,0.0,8.0,4.0,9.0,16.0,,5.0,,1.0,4.0,,7.0,,17.0,,136427.0,10482.0,78857.0,29260.0,Y,N,,,2021-04-20
21374.74,20466.49,18915.24, 36 months,10.62%,695.98,C,B4,"Production designer, theatre/television/film",2 years,OWN,20000.0,Verified,Feb-2024,Fully Paid,wedding,Ophthalmologist,79500,PR,12.43,Oct-2006,10,2,3122,40.0,29,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34153fab-85d3-414b-b4f9-536859ec5f0b,7bac3382-2d69-46b3-baae-b3cb88b22c7a,1,f,5263.67,763.66,18633.79,9768.01,14605.14,2617.3,62.83,833.02,88.45,Oct-2024,898.51,Feb-2026,Jan-2025,1.0,,2,7017.0,85429.0,1.0,,6.0,,30.0,,,3.0,10.0,5610.0,14.4,96645.0,6.0,2.0,,,46092.0,36631.0,10.1,1.0,,,55.0,17.0,,116.0,,19.0,,,9.0,23.0,18.0,14.0,18.0,21.0,0.0,20.0,44.0,0.0,,,17.0,88.1,,,66808.0,90288.0,69539.0,25693.0,N,N,,,
5605.14,5441.02,5276.99, 36 months,9.05%,178.36,C,B3,,10+ years,OWN,44191.17,Not Verified,Jul-2023,Fully Paid,small_business,,66023,LA,11.91,Jun-2006,7,1,24188,64.4,30,Individual,0.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=994b735b-dcf2-41f9-9e13-bb67f9cab09f,fe6e2355-f629-442e-b4c2-2599b760c4c5,1,f,647.19,2591.43,2037.94,1891.46,1342.21,230.63,59.27,882.12,60.13,,356.49,,,,,2,6142.0,3035.0,2.0,3.0,2.0,,26.0,1783.0,35.3,,1.0,12036.0,,17440.0,,,,6.0,,35753.0,97.2,,,90.0,253.0,35.0,11.0,,101.0,3.0,,,17.0,,16.0,0.0,27.0,35.0,32.0,2.0,44.0,,,,,99.8,45.5,,,77432.0,75607.0,78497.0,N,N,,,
10184.44,9823.85,9468.36, 36 months,9.97%,328.47,C,B2,Television/film/video producer,10+ years,OTHER,66471.77,Not Verified,Jun-2024,Fully Paid,home_improvement,Arts development officer,95635,MI,13.22,Jan-2014,21,0,11340,76.6,14,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=541a3bc8-1c30-4860-b1b2-121f959a1fd4,7e648e1d-fe2e-4b82-9156-0025bc6111ed,1,w,4415.73,3427.11,573.97,6921.22,7773.73,417.06,22.87,882.5,2.01,Nov-2024,311.24,May-2026,Jul-2024,,,2,,72682.0,0.0,,,,23.0,,66.0,3.0,5.0,18680.0,43.6,58328.0,7.0,1.0,0.0,,,,42.9,,,116.0,,3.0,14.0,82.0,,15.0,57.0,0.0,18.0,28.0,14.0,11.0,4.0,38.0,22.0,20.0,12.0,2.0,,,17.0,,60.4,1.0,184983.0,93823.0,,27624.0,N,N,,,
7611.28,7398.03,6748.76, 60 months,10.63%,164.09,B,A5,,5 years,OWN,53336.36,Source Verified,Sep-2023,Fully Paid,major_purchase,Science writer,17406,AL,20.31,Nov-2011,22,2,47260,5.4,34,Individual,9.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1ac4b2bb-1b5e-4de8-97d2-b97ebb8cfffb,dbbd0100-aac7-43a6-84f5-b5902063c3ad,1,f,1505.0,3328.88,6377.21,6995.43,4171.95,1711.33,89.86,755.91,32.16,,187.27,Jul-2026,Nov-2024,,,1,8332.0,82029.0,1.0,1.0,9.0,,30.0,34481.0,6.1,4.0,,8788.0,61.8,,,,19.0,3.0,30544.0,,78.0,,5116.0,,60.0,35.0,19.0,71.0,,13.0,,,18.0,18.0,13.0,6.0,3.0,,23.0,13.0,17.0,,,,18.0,96.3,30.0,,70460.0,58541.0,45912.0,,N,Y,,,
16557.83,16173.04,15541.36, 36 months,15.85%,580.93,B,B2,Planning and development surveyor,7 years,OWN,112913.08,Not Verified,Feb-2024,Fully Paid,educational,"Optician, dispensing",19495,ME,20.65,May-2019,4,0,23682,89.2,42,Individual,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45becb75-8423-4d11-ae3e-c9d1a02a12d2,2c170e66-df76-444d-bc5d-fe8e364571e0,1,f,784.91,6836.87,13775.94,15442.15,14105.06,4481.48,17.15,125.8,14.97,,28.15,,Jun-2025,1.0,,1,8692.0,,,4.0,,9.0,21.0,37725.0,33.6,5.0,,17822.0,90.6,50828.0,3.0,9.0,9.0,,954.0,16110.0,29.6,,,71.0,,,6.0,,12.0,4.0,116.0,,3.0,7.0,5.0,6.0,0.0,0.0,13.0,19.0,29.0,,2.0,,,62.3,,2.0,173734.0,21216.0,11868.0,65371.0,N,N,,,
22954.63,22740.38,22672.76, 36 months,9.48%,735.11,D,A2,Hydrogeologist,2 years,OWN,56395.47,Not Verified,Apr-2025,Fully Paid,credit_card,,88208,IA,15.49,Jun-2006,21,0,17002,,24,Individual,6.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=b2d40cb4-d451-47d7-9031-49e206910b2e,491fb3a4-ed8e-4e27-935a-556420480ebe,1,f,3713.49,130.08,8402.36,15778.28,12444.36,2881.37,32.82,969.43,4.16,Jun-2025,1100.71,Jan-2026,Apr-2025,,,1,,42923.0,1.0,,3.0,5.0,55.0,48843.0,39.8,3.0,6.0,10275.0,81.0,,6.0,,10.0,18.0,15604.0,,12.5,,,147.0,296.0,,4.0,109.0,,17.0,,4.0,17.0,16.0,,19.0,29.0,,41.0,11.0,48.0,,,,2.0,,60.0,,90663.0,,,16359.0,N,N,,,
19221.0,18264.85,18132.73, 36 months,17.92%,694.13,C,B2,"Engineer, manufacturing",9 years,MORTGAGE,65815.36,Source Verified,Feb-2024,Charged Off,moving,Youth worker,23984,MP,16.4,Jul-2019,7,0,5898,67.5,19,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24e9985e-6881-4557-98d7-2cf5d80fc0e2,25b75619-1fec-414d-8b20-fe8d63b68a61,1,w,2634.65,8620.07,4515.0,2586.16,12794.87,499.05,54.08,225.32,90.4,May-2025,520.04,Jan-2026,,,,1,,23080.0,0.0,0.0,,11.0,38.0,3820.0,62.4,1.0,,10256.0,36.2,56809.0,8.0,,,,,2423.0,96.2,,,164.0,260.0,,40.0,43.0,5.0,6.0,,,10.0,,9.0,35.0,,,27.0,21.0,47.0,,,,0.0,99.9,8.2,,27985.0,,,32311.0,N,N,,,
7346.97,7228.98,6632.55, 36 months,15.89%,257.9,B,B4,Agricultural engineer,4 years,OTHER,20000.0,Source Verified,Apr-2024,Charged Off,credit_card,Land/geomatics surveyor,07170,NV,16.68,May-2016,11,0,2059,29.2,44,Individual,1.0,1.0,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=f7db605c-eefb-4d0d-a23a-e94b8a8f6ad4,274b825d-98e6-4f6a-817f-3118b1f91150,1,w,512.91,1087.79,3665.92,1265.44,3131.34,1986.98,26.32,265.91,59.06,Nov-2024,306.7,Jun-2026,,,,0,,94709.0,4.0,0.0,,2.0,42.0,,91.2,4.0,11.0,10605.0,,32146.0,9.0,8.0,3.0,15.0,,9591.0,,,3110.0,61.0,,28.0,32.0,2.0,,1.0,,2.0,11.0,22.0,17.0,18.0,29.0,19.0,,29.0,17.0,,,,9.0,94.1,11.5,1.0,11175.0,65229.0,32908.0,99971.0,N,N,,,
11600.81,11508.94,11485.07, 36 months,16.73%,412.06,D,A1,"Engineer, agricultural",1 year,RENT,68764.84,Source Verified,Jun-2025,Late (16-30 days),credit_card,Oncologist,29939,NC,5.59,Sep-2017,12,2,46412,29.5,7,Individual,5.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54f03327-7cd0-4b0c-bce1-e0d8dfbc9604,a8d63978-1a1e-4850-a170-ebec6155f82a,1,w,3213.25,9.29,3942.68,12270.09,6886.8,2115.51,40.34,676.47,18.99,,96.16,Sep-2025,May-2025,,,0,8419.0,33837.0,,,7.0,8.0,2.0,46715.0,43.8,0.0,12.0,9599.0,69.5,26205.0,0.0,19.0,1.0,10.0,,,19.5,0.0,,22.0,153.0,26.0,24.0,106.0,,,38.0,,6.0,3.0,0.0,,,8.0,,8.0,1.0,,,,,70.5,,,,20369.0,93800.0,87911.0,N,N,,,
19053.52,18749.02,17724.02, 36 months,16.70%,676.44,B,A3,Chartered legal executive (England and Wales),10+ years,,20000.0,Source Verified,Oct-2023,Fully Paid,wedding,Technical author,46226,AL,13.37,Jul-2008,22,1,26238,37.3,16,Individual,2.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=f0414852-9874-489a-a465-9136a5505127,80725e67-01aa-4d49-a791-c6804a3b4179,1,f,1968.29,8536.31,7860.6,19608.79,3906.11,1422.19,8.47,40.44,88.74,,97.58,Aug-2025,Jun-2025,2.0,,2,,88248.0,2.0,,,3.0,,13181.0,7.8,2.0,11.0,11490.0,1.2,98856.0,7.0,,19.0,15.0,46762.0,15350.0,85.2,,,110.0,261.0,,2.0,,,12.0,,,11.0,27.0,,14.0,3.0,,15.0,28.0,27.0,,,,10.0,64.9,7.8,,58624.0,34729.0,15045.0,49.0,N,N,,,
12053.87,11980.42,10877.61, 36 months,15.51%,420.86,C,B3,Careers adviser,< 1 year,OTHER,20000.0,Not Verified,Jul-2024,Fully Paid,debt_consolidation,Architectural technologist,96845,PA,27.18,Jan-2019,23,1,14485,94.0,15,Individual,4.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9b0418a4-43ce-46fd-9130-84525f6e7fec,26414e6d-861f-4d64-9350-524ba508e064,1,w,3385.46,2683.28,4671.62,9232.86,11694.98,2908.57,39.11,482.17,46.85,May-2025,713.18,Jul-2026,Oct-2024,,,1,,55068.0,0.0,,,,8.0,,65.5,,14.0,13161.0,38.7,,7.0,6.0,3.0,,5603.0,,96.7,,,97.0,290.0,8.0,54.0,10.0,,22.0,,,7.0,17.0,22.0,10.0,,21.0,14.0,4.0,41.0,,,,18.0,,71.0,,,18535.0,,4084.0,N,N,Place break level student light power.,,
3555.4,3544.09,3212.39, 36 months,8.05%,111.5,C,A5,Secondary school teacher,1 year,OTHER,64457.94,Source Verified,Feb-2024,Fully Paid,other,"Engineer, control and instrumentation",09468,NV,11.7,Mar-2012,8,0,3880,17.9,16,Individual,4.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=b5e60189-97fe-439d-8681-24e82f47e579,7b82507c-4a7b-4cdb-bfa4-4511abb76266,1,f,484.7,916.44,2291.27,2845.82,2482.44,803.21,25.1,107.83,42.72,Nov-2024,9.19,Mar-2026,,0.0,,2,,25582.0,,1.0,5.0,,12.0,,64.4,2.0,2.0,193.0,43.6,60095.0,,,19.0,2.0,42001.0,13712.0,64.3,,,,,31.0,,61.0,,4.0,,,6.0,9.0,16.0,21.0,10.0,,25.0,,27.0,,2.0,,5.0,63.3,,,126716.0,,236.0,82709.0,N,N,,,
8063.11,7869.28,7517.99, 36 months,18.54%,293.68,E,B5,Arboriculturist,8 years,MORTGAGE,300000.0,Not Verified,Dec-2023,Fully Paid,other,,40247,GU,10.54,Sep-2008,18,0,2364,59.6,38,Individual,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=255f66c6-d726-4da0-a3c2-4f44ffc16940,03ed2803-c738-42b7-962c-14cdad29b453,1,w,1916.04,1475.63,6004.44,2135.42,1168.5,907.4,75.08,887.18,9.68,Oct-2024,46.87,Jun-2026,Mar-2025,,,2,,24681.0,4.0,,9.0,,5.0,40091.0,,5.0,8.0,8547.0,1.3,65436.0,2.0,12.0,12.0,7.0,12134.0,,46.6,,,146.0,213.0,,45.0,,,18.0,,,5.0,17.0,18.0,1.0,,,4.0,29.0,48.0,,,,19.0,62.0,27.6,,168509.0,,38922.0,1165.0,N,N,,,
14446.04,14084.24,12891.14, 36 months,12.15%,480.86,D,B1,,3 years,MORTGAGE,34705.23,Source Verified,Dec-2024,Late (31-120 days),moving,,78815,NJ,21.61,Jun-2007,12,2,36754,49.4,20,Individual,8.0,,Best series describe treatment religious. Suddenly term affect drug watch yes want. Summer response win cold listen. Eight everyone report realize agreement modern piece court.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23e8ce1c-929a-4320-ae11-b0d54b34fddf,86d79040-716e-4368-8934-5b09169b4f2f,1,w,5836.62,3113.58,41.11,635.22,7151.3,2944.77,81.95,599.53,97.83,Jan-2025,577.06,Oct-2025,Aug-2024,,,2,,63040.0,3.0,0.0,,14.0,34.0,48475.0,,2.0,,14759.0,,1988.0,9.0,5.0,,18.0,4509.0,,69.7,,,244.0,158.0,,31.0,10.0,,2.0,98.0,,6.0,19.0,25.0,25.0,5.0,0.0,,17.0,17.0,,,,5.0,66.5,91.2,,48635.0,34417.0,52992.0,,N,N,,,
22444.37,21706.69,20782.04, 36 months,12.18%,747.44,A,A4,,< 1 year,,24508.75,Source Verified,Mar-2025,Fully Paid,home_improvement,"Development worker, community",59775,IL,19.03,Mar-2015,24,0,33871,0.6,41,Joint App,4.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7fe8e1de-bb1c-4782-9a9b-a30203d160d6,3d5dfd12-0aa6-43f6-8ff6-b5a2a9029df1,1,f,700.28,488.47,16683.48,12533.75,4875.77,1168.64,65.72,677.25,86.91,Jul-2025,1061.54,,,,,1,8037.0,94344.0,4.0,,8.0,4.0,32.0,43452.0,38.3,,14.0,626.0,71.2,,8.0,,,6.0,37230.0,18500.0,,,,271.0,,22.0,,39.0,,6.0,,,18.0,,28.0,28.0,16.0,8.0,,,,,,,7.0,76.3,27.9,,120053.0,21293.0,29260.0,81599.0,N,N,,,
13562.12,13461.03,13066.37, 36 months,7.78%,423.6,D,B1,Astronomer,4 years,,20000.0,Source Verified,Mar-2024,Fully Paid,credit_card,Media planner,50506,MA,20.21,Apr-2009,14,0,29701,31.5,22,Individual,1.0,,"Quite street matter four value. Down success natural teach between. Quality owner during get.
Animal simple dream do agent. International material statement reality rise concern.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=ddd4fd59-74de-435d-99a7-9068ee8577d9,7441173a-5a16-4f13-8f35-bdb640d3f414,1,w,1745.77,3114.21,7640.76,10550.41,11457.28,1148.65,29.49,222.68,75.99,Jul-2025,177.74,Apr-2026,Aug-2024,,,1,,,,,1.0,10.0,52.0,,70.0,,2.0,15728.0,38.4,39209.0,1.0,,,,32942.0,46910.0,51.4,,,92.0,234.0,42.0,58.0,,,6.0,,,2.0,25.0,2.0,29.0,6.0,0.0,16.0,21.0,44.0,,3.0,2.0,1.0,,36.4,,155862.0,49190.0,97829.0,,N,N,,,
